fee_id|company_id|fee_category|fee_type|fee_description|fee_billduration|fee_amount|fee_billto|fee_billingdescription
99|120|SR|Fee|SecFee|12|840|16/10/2018|Secretarial Fee + Registered Office
101|122|SR|Fee|SecFee|12|840|07/11/2018|Secretarial Fee + Registered Office
108|129|SR|Fee|SecFee|12|840|13/12/2018|Secretarial Fee + Registered Office
111|132|SR|Fee|SecFee|12|840|22/09/2018|Secretarial Fee + Registered Office
117|138|SR|Fee|SecFee|12|840|16/10/2018|Secretarial Fee + Registered Office
122|143|SR|Fee|SecFee|12|840|21/11/2018|Secretarial Fee + Registered Office
130|153|SR|Fee|SecFee|12|840|28/11/2018|Secretarial Fee + Registered Office
135|160|SR|Fee|SecFee|12|840|07/11/2018|Secretarial Fee + Registered Office
136|161|SR|Fee|SecFee|12|840|08/10/2018|Secretarial Fee + Registered Office
148|176|SR|Fee|SecFee|12|840|11/10/2018|Secretarial Fee + Registered Office
150|178|SR|Fee|SecFee|12|840|07/11/2018|Secretarial Fee + Registered Office
151|179|SR|Fee|SecFee|12|840|16/12/2018|Secretarial Fee + Registered Office
155|184|SR|Fee|SecFee|12|840|09/10/2018|Secretarial Fee + Registered Office
160|189|SR|Fee|SecFee|12|840|26/12/2018|Secretarial Fee + Registered Office
162|191|SR|Fee|SecFee|12|840|11/12/2018|Secretarial Fee + Registered Office
163|192|SR|Fee|SecFee|12|840|25/12/2018|Secretarial Fee + Registered Office
167|197|SR|Fee|SecFee|12|840|30/12/2018|Secretarial Fee + Registered Office
168|198|SR|Fee|SecFee|12|840|23/11/2018|Secretarial Fee + Registered Office
169|199|SR|Fee|SecFee|12|840|25/12/2018|Secretarial Fee + Registered Office
175|205|SR|Fee|SecFee|12|840|01/12/2018|Secretarial Fee + Registered Office
176|206|SR|Fee|SecFee|12|840|09/11/2018|Secretarial Fee + Registered Office
177|207|SR|Fee|SecFee|12|840|23/11/2018|Secretarial Fee + Registered Office
180|210|SR|Fee|SecFee|12|840|01/11/2018|Secretarial Fee + Registered Office
184|214|SR|Fee|SecFee|12|840|29/09/2018|Secretarial Fee + Registered Office
185|215|SR|Fee|SecFee|12|840|03/11/2018|Secretarial Fee + Registered Office
188|218|SR|Fee|SecFee|12|840|25/10/2018|Secretarial Fee + Registered Office
677|727|SR|Fee|SecFee|12|840|01/03/2019|Secretarial Fee + Registered Office
685|750|SR|Fee|SecFee|12|840|28/02/2019|Secretarial Fee + Registered Office
674|724|SR|Fee|SecFee|12|840|30/03/2019|Secretarial Fee + Registered Office
672|722|SR|Fee|SecFee|12|840|07/04/2019|Secretarial Fee + Registered Office
79|100|SR|Fee|SecFee|6|420|23/10/2018|Secretarial Fee + Registered Office
665|714|SR|Fee|SecFee|12|840|03/05/2019|Secretarial Fee + Registered Office
667|717|SR|Fee|SecFee|12|840|14/05/2019|Secretarial Fee + Registered Office
189|219|SR|Fee|SecFee|12|840|29/09/2018|Secretarial Fee + Registered Office
190|220|SR|Fee|SecFee|12|840|03/11/2018|Secretarial Fee + Registered Office
191|221|SR|Fee|SecFee|12|840|29/09/2018|Secretarial Fee + Registered Office
195|225|SR|Fee|SecFee|12|840|03/11/2018|Secretarial Fee + Registered Office
200|230|SR|Fee|SecFee|12|840|16/09/2018|Secretarial Fee + Registered Office
202|232|SR|Fee|SecFee|12|840|20/09/2018|Secretarial Fee + Registered Office
206|236|SR|Fee|SecFee|12|840|07/10/2018|Secretarial Fee + Registered Office
207|237|SR|Fee|SecFee|12|840|16/09/2018|Secretarial Fee + Registered Office
211|244|SR|Fee|SecFee|12|840|17/09/2018|Secretarial Fee + Registered Office
212|245|SR|Fee|SecFee|12|840|19/09/2018|Secretarial Fee + Registered Office
219|252|SR|Fee|SecFee|12|840|30/11/2018|Secretarial Fee + Registered Office
221|254|SR|Fee|SecFee|12|840|19/09/2018|Secretarial Fee + Registered Office
223|256|SR|Fee|SecFee|12|840|29/10/2018|Secretarial Fee + Registered Office
269|302|SR|Fee|SecFee|12|840|03/11/2018|Secretarial Fee + Registered Office
289|323|SR|Fee|SecFee|12|840|03/10/2018|Secretarial Fee + Registered Office
301|336|SR|Fee|SecFee|12|840|14/12/2018|Secretarial Fee + Registered Office
304|339|SR|Fee|SecFee|12|840|21/09/2018|Secretarial Fee + Registered Office
306|341|SR|Fee|SecFee|12|840|30/11/2018|Secretarial Fee + Registered Office
312|347|SR|Fee|SecFee|12|840|27/09/2018|Secretarial Fee + Registered Office
323|358|SR|Fee|SecFee|12|840|08/10/2018|Secretarial Fee + Registered Office
331|366|SR|Fee|SecFee|12|840|24/10/2018|Secretarial Fee + Registered Office
335|370|SR|Fee|SecFee|12|840|20/10/2018|Secretarial Fee + Registered Office
339|374|SR|Fee|SecFee|12|840|29/11/2018|Secretarial Fee + Registered Office
344|379|SR|Fee|SecFee|12|840|28/10/2018|Secretarial Fee + Registered Office
347|382|SR|Fee|SecFee|12|840|04/10/2018|Secretarial Fee + Registered Office
351|387|SR|Fee|SecFee|12|840|17/09/2018|Secretarial Fee + Registered Office
352|388|SR|Fee|SecFee|12|840|23/09/2018|Secretarial Fee + Registered Office
358|394|SR|Fee|SecFee|12|840|04/12/2018|Secretarial Fee + Registered Office
359|395|SR|Fee|SecFee|12|840|29/11/2018|Secretarial Fee + Registered Office
361|397|SR|Fee|SecFee|12|840|02/10/2018|Secretarial Fee + Registered Office
370|406|SR|Fee|SecFee|12|840|07/12/2018|Secretarial Fee + Registered Office
375|411|SR|Fee|SecFee|12|840|18/11/2018|Secretarial Fee + Registered Office
379|415|SR|Fee|SecFee|12|840|03/11/2018|Secretarial Fee + Registered Office
384|420|SR|Fee|SecFee|12|840|05/10/2018|Secretarial Fee + Registered Office
389|425|SR|Fee|SecFee|12|840|13/09/2018|Secretarial Fee + Registered Office
403|439|SR|Fee|SecFee|12|840|21/11/2018|Secretarial Fee + Registered Office
434|470|SR|Fee|SecFee|12|840|12/10/2018|Secretarial Fee + Registered Office
436|472|SR|Fee|SecFee|12|840|21/10/2018|Secretarial Fee + Registered Office
439|475|SR|Fee|SecFee|12|840|20/09/2018|Secretarial Fee + Registered Office
444|480|SR|Fee|SecFee|12|840|17/09/2018|Secretarial Fee + Registered Office
452|488|SR|Fee|SecFee|12|840|19/09/2018|Secretarial Fee + Registered Office
454|490|SR|Fee|SecFee|12|840|25/09/2018|Secretarial Fee + Registered Office
469|508|SR|Fee|SecFee|12|840|11/11/2018|Secretarial Fee + Registered Office
470|510|SR|Fee|SecFee|12|840|15/10/2018|Secretarial Fee + Registered Office
472|512|SR|Fee|SecFee|12|840|07/11/2018|Secretarial Fee + Registered Office
489|530|SR|Fee|SecFee|12|840|30/09/2018|Secretarial Fee + Registered Office
490|531|SR|Fee|SecFee|12|840|30/09/2018|Secretarial Fee + Registered Office
493|535|SR|Fee|SecFee|12|840|20/09/2018|Secretarial Fee + Registered Office
495|537|SR|Fee|SecFee|12|840|23/12/2018|Secretarial Fee + Registered Office
503|545|SR|Fee|SecFee|12|840|01/10/2018|Secretarial Fee + Registered Office
508|550|SR|Fee|SecFee|12|840|14/09/2018|Secretarial Fee + Registered Office
511|553|SR|Fee|SecFee|12|840|06/10/2018|Secretarial Fee + Registered Office
512|554|SR|Fee|SecFee|12|840|28/11/2018|Secretarial Fee + Registered Office
513|555|SR|Fee|SecFee|12|840|22/12/2018|Secretarial Fee + Registered Office
515|557|SR|Fee|SecFee|12|840|06/12/2018|Secretarial Fee + Registered Office
519|563|SR|Fee|SecFee|12|840|01/11/2018|Secretarial Fee + Registered Office
525|569|SR|Fee|SecFee|12|840|10/11/2018|Secretarial Fee + Registered Office
526|570|SR|Fee|SecFee|12|840|22/12/2018|Secretarial Fee + Registered Office
534|578|SR|Fee|SecFee|12|840|23/09/2018|Secretarial Fee + Registered Office
555|599|SR|Fee|SecFee|12|840|19/10/2018|Secretarial Fee + Registered Office
556|600|SR|Fee|SecFee|12|840|11/09/2018|Secretarial Fee + Registered Office
572|616|SR|Fee|SecFee|12|840|20/09/2018|Secretarial Fee + Registered Office
574|619|SR|Fee|SecFee|12|840|26/09/2018|Secretarial Fee + Registered Office
587|632|SR|Fee|SecFee|12|840|31/10/2018|Secretarial Fee + Registered Office
590|635|SR|Fee|SecFee|12|840|14/09/2018|Secretarial Fee + Registered Office
592|637|SR|Fee|SecFee|12|840|01/12/2018|Secretarial Fee + Registered Office
597|643|SR|Fee|SecFee|12|840|24/10/2018|Secretarial Fee + Registered Office
600|646|SR|Fee|SecFee|12|840|05/10/2018|Secretarial Fee + Registered Office
601|647|SR|Fee|SecFee|12|840|27/10/2018|Secretarial Fee + Registered Office
635|684|SR|Fee|SecFee|12|840|20/11/2018|Secretarial Fee + Registered Office
648|697|SR|Fee|SecFee|12|840|17/10/2018|Secretarial Fee + Registered Office
658|707|SR|Fee|SecFee|12|840|14/11/2018|Secretarial Fee + Registered Office
670|720|SR|Fee|SecFee|12|840|22/11/2018|Secretarial Fee + Registered Office
302|337|SR|Fee|SecFee|12|840|09/11/2018|Secretarial Fee + Registered Office
213|246|SR|Fee|SecFee|12|840|30/12/2018|Secretarial Fee + Registered Office
642|691|SR|Fee|SecFee|12|840|09/11/2018|Secretarial Fee + Registered Office
437|473|SR|Fee|SecFee|12|840|01/01/2019|Secretarial Fee + Registered Office
336|371|SR|Fee|SecFee|12|840|27/08/2018|Secretarial Fee + Registered Office
229|262|SR|Fee|SecFee|12|840|06/12/2018|Secretarial Fee + Registered Office
230|263|SR|Fee|SecFee|12|840|09/12/2018|Secretarial Fee + Registered Office
240|273|SR|Fee|SecFee|12|840|29/10/2018|Secretarial Fee + Registered Office
242|275|SR|Fee|SecFee|12|840|30/09/2018|Secretarial Fee + Registered Office
276|309|SR|Fee|SecFee|12|840|19/09/2018|Secretarial Fee + Registered Office
277|310|SR|Fee|SecFee|12|840|05/10/2018|Secretarial Fee + Registered Office
280|313|SR|Fee|SecFee|12|840|09/12/2018|Secretarial Fee + Registered Office
320|355|SR|Fee|SecFee|12|840|19/09/2018|Secretarial Fee + Registered Office
340|375|SR|Fee|SecFee|12|840|22/09/2018|Secretarial Fee + Registered Office
394|430|SR|Fee|SecFee|12|840|10/11/2018|Secretarial Fee + Registered Office
397|433|SR|Fee|SecFee|12|840|24/10/2018|Secretarial Fee + Registered Office
398|434|SR|Fee|SecFee|12|840|19/11/2018|Secretarial Fee + Registered Office
407|443|SR|Fee|SecFee|12|840|28/11/2018|Secretarial Fee + Registered Office
414|450|SR|Fee|SecFee|12|840|18/09/2018|Secretarial Fee + Registered Office
416|452|SR|Fee|SecFee|12|840|29/11/2018|Secretarial Fee + Registered Office
421|457|SR|Fee|SecFee|12|840|30/11/2018|Secretarial Fee + Registered Office
422|458|SR|Fee|SecFee|12|840|12/11/2018|Secretarial Fee + Registered Office
457|493|SR|Fee|SecFee|12|840|03/11/2018|Secretarial Fee + Registered Office
464|500|SR|Fee|SecFee|12|840|05/12/2018|Secretarial Fee + Registered Office
538|582|SR|Fee|SecFee|12|840|29/09/2018|Secretarial Fee + Registered Office
541|585|SR|Fee|SecFee|12|840|30/09/2018|Secretarial Fee + Registered Office
557|601|SR|Fee|SecFee|12|840|08/10/2018|Secretarial Fee + Registered Office
558|602|SR|Fee|SecFee|12|840|19/09/2018|Secretarial Fee + Registered Office
561|605|SR|Fee|SecFee|12|840|30/11/2018|Secretarial Fee + Registered Office
571|615|SR|Fee|SecFee|12|840|18/09/2018|Secretarial Fee + Registered Office
582|627|SR|Fee|SecFee|12|840|14/11/2018|Secretarial Fee + Registered Office
585|630|SR|Fee|SecFee|12|840|13/10/2018|Secretarial Fee + Registered Office
588|633|SR|Fee|SecFee|12|840|04/10/2018|Secretarial Fee + Registered Office
604|653|SR|Fee|SecFee|12|840|16/12/2018|Secretarial Fee + Registered Office
609|658|SR|Fee|SecFee|12|840|16/11/2018|Secretarial Fee + Registered Office
614|663|SR|Fee|SecFee|12|840|21/11/2018|Secretarial Fee + Registered Office
618|667|SR|Fee|SecFee|12|840|18/10/2018|Secretarial Fee + Registered Office
622|671|SR|Fee|SecFee|12|840|18/09/2018|Secretarial Fee + Registered Office
623|672|SR|Fee|SecFee|12|840|28/10/2018|Secretarial Fee + Registered Office
625|674|SR|Fee|SecFee|12|840|12/12/2018|Secretarial Fee + Registered Office
630|679|SR|Fee|SecFee|12|840|01/10/2018|Secretarial Fee + Registered Office
631|680|SR|Fee|SecFee|12|840|20/10/2018|Secretarial Fee + Registered Office
647|696|SR|Fee|SecFee|12|840|14/12/2018|Secretarial Fee + Registered Office
655|704|SR|Fee|SecFee|12|840|29/12/2018|Secretarial Fee + Registered Office
314|349|SR|Fee|SecFee|12|840|01/01/2019|Secretarial Fee + Registered Office
605|654|SR|Fee|SecFee|12|840|02/01/2019|Secretarial Fee + Registered Office
628|677|SR|Fee|SecFee|12|840|01/01/2019|Secretarial Fee + Registered Office
225|258|SR|Fee|SecFee|12|840|02/01/2019|Secretarial Fee + Registered Office
256|289|SR|Fee|SecFee|12|840|26/01/2019|Secretarial Fee + Registered Office
441|477|SR|Fee|SecFee|12|840|26/12/2018|Secretarial Fee + Registered Office
634|683|SR|Fee|SecFee|12|840|26/01/2019|Secretarial Fee + Registered Office
125|146|SR|Fee|SecFee|12|840|27/01/2019|Secretarial Fee + Registered Office
355|391|SR|Fee|SecFee|12|840|27/01/2019|Secretarial Fee + Registered Office
423|459|SR|Fee|SecFee|12|840|29/01/2019|Secretarial Fee + Registered Office
669|719|SR|Fee|SecFee|12|840|30/01/2019|Secretarial Fee + Registered Office
7|12|SR|Fee|SecFee|12|840|30/01/2019|Secretarial Fee + Registered Office
657|706|SR|Fee|SecFee|12|840|31/01/2019|Secretarial Fee + Registered Office
497|539|SR|Fee|SecFee|12|840|01/02/2019|Secretarial Fee + Registered Office
697|783|SR|Fee|SecFee|12|840|28/11/2018|Secretarial Fee + Registered Office
72|84|SR|Fee|SecFee|12|840|05/02/2019|Secretarial Fee + Registered Office
334|369|SR|Fee|SecFee|12|840|09/02/2019|Secretarial Fee + Registered Office
246|279|SR|Fee|SecFee|12|840|10/02/2019|Secretarial Fee + Registered Office
535|579|SR|Fee|SecFee|12|840|13/02/2019|Secretarial Fee + Registered Office
700|737|SR|Fee|S15|12|840|01/11/2018|Incorporation
701|734|SR|Fee|S15|12|840|01/11/2018|Incorporation
702|760|SR|Fee|S15|12|840|03/01/2019|Incorporation
703|791|SR|Fee|SecFee|12|840|19/12/2018|Secretarial Fee + Registered Office
704|732|SR|Fee|SecFee|12|840|03/12/2018|Secretarial Fee + Registered Office
711|740|SR|Fee|SecFee|12|840|29/12/2018|Secretarial Fee + Registered Office
707|798|SR|Fee|SecFee|12|840|09/01/2019|Secretarial Fee + Registered Office
507|549|SR|Fee|SecFee|12|840|01/03/2019|Secretarial Fee + Registered Office
709|788|SR|Fee|SecFee|12|840|01/03/2019|Secretarial Fee + Registered Office
73|85|SR|Fee|SecFee|12|840|11/02/2019|Secretarial Fee + Registered Office
14|22|SR|Fee|SecFee|12|840|03/02/2016|Secretarial Fee + Registered Office
102|123|SR|Fee|SecFee|12|840|07/03/2019|Secretarial Fee + Registered Office
114|135|SR|Fee|SecFee|12|840|08/03/2019|Secretarial Fee + Registered Office
170|200|SR|Fee|SecFee|12|840|13/01/2019|Secretarial Fee + Registered Office
183|213|SR|Fee|SecFee|12|840|28/02/2019|Secretarial Fee + Registered Office
192|222|SR|Fee|SecFee|12|840|10/03/2019|Secretarial Fee + Registered Office
193|223|SR|Fee|SecFee|12|840|02/03/2019|Secretarial Fee + Registered Office
194|224|SR|Fee|SecFee|12|840|10/03/2019|Secretarial Fee + Registered Office
257|290|SR|Fee|SecFee|12|840|28/02/2019|Secretarial Fee + Registered Office
316|351|SR|Fee|SecFee|12|840|28/02/2019|Secretarial Fee + Registered Office
417|453|SR|Fee|SecFee|12|840|12/03/2019|Secretarial Fee + Registered Office
124|145|SR|Fee|SecFee|12|840|13/04/2016|Secretarial Fee + Registered Office
476|517|SR|Fee|SecFee|12|840|07/03/2019|Secretarial Fee + Registered Office
478|519|SR|Fee|SecFee|12|840|07/03/2019|Secretarial Fee + Registered Office
479|520|SR|Fee|SecFee|12|840|07/03/2019|Secretarial Fee + Registered Office
481|522|SR|Fee|SecFee|12|840|07/03/2019|Secretarial Fee + Registered Office
482|523|SR|Fee|SecFee|12|840|07/03/2019|Secretarial Fee + Registered Office
483|524|SR|Fee|SecFee|12|840|07/03/2019|Secretarial Fee + Registered Office
484|525|SR|Fee|SecFee|12|840|07/03/2019|Secretarial Fee + Registered Office
486|527|SR|Fee|SecFee|12|840|07/03/2019|Secretarial Fee + Registered Office
518|562|SR|Fee|SecFee|12|840|07/03/2019|Secretarial Fee + Registered Office
619|668|SR|Fee|SecFee|12|840|08/03/2019|Secretarial Fee + Registered Office
627|676|SR|Fee|SecFee|12|840|09/01/2019|Secretarial Fee + Registered Office
638|687|SR|Fee|SecFee|12|840|07/03/2019|Secretarial Fee + Registered Office
660|709|SR|Fee|SecFee|12|840|08/03/2019|Secretarial Fee + Registered Office
662|711|SR|Fee|SecFee|12|840|28/02/2019|Secretarial Fee + Registered Office
509|551|SR|Fee|SecFee|12|840|28/12/2018|Secretarial Fee + Registered Office
664|713|SR|Fee|SecFee|12|840|25/12/2018|Secretarial Fee + Registered Office
406|442|SR|Fee|SecFee|12|840|16/06/2017|Secretarial Fee + Registered Office
615|664|SR|Fee|SecFee|12|840|26/01/2017|Secretarial Fee + Registered Office
636|685|SR|Fee|SecFee|12|840|11/07/2015|Secretarial Fee + Registered Office
637|686|SR|Fee|SecFee|12|840|03/01/2019|Secretarial Fee + Registered Office
698|782|SR|Fee|SecFee|12|890.4|12/02/2019|Secretarial Fee + Registered Office
708|776|SR|Fee|SecFee|12|840|05/03/2019|Secretarial Fee + Registered Office
699|739|SR|Fee|SecFee|12|890.4|29/12/2018|Secretarial Fee + Registered Office
705|290|SR|Fee|DR|12|9600|28/02/2019|Nominee Director Fee
706|780|SR|Fee|SecFee|12|840|13/02/2019|Secretarial Fee + Registered Office
710|777|SR|Fee|SecFee|12|840|23/02/2019|Secretarial Fee + Registered Office
712|507|SR|Fee|SecFee|12|840|08/03/2019|Secretarial Fee + Registered Office
713|794|SR|Fee|SecFee|12|840|18/02/2019|Secretarial Fee + Registered Office
714|462|SR|Fee|DR|6|4800|09/09/2018|Nominee Director Fee
715|765|SR|Fee|SecFee|12|840|16/03/2018|Secretarial Fee + Registered Office
717|787|SR|Fee|SecFee|12|840|13/03/2019|Secretarial Fee + Registered Office
310|345|SR|Fee|SecFee|12|840|17/03/2019|Secretarial Fee + Registered Office
716|755|SR|Fee|SecFee|12|840|15/01/2019|Secretarial Fee + Registered Office
718|809|SR|Fee|SecFee|12|840|15/03/2018|Secretarial Fee + Registered Office
385|421|SR|Fee|SecFee|12|840|27/03/2019|Secretarial Fee + Registered Office
719|792|SR|Fee|SecFee|12|840|27/02/2019|Secretarial Fee + Registered Office
721|741|SR|Fee|SecFee|12|840|29/12/2018|Secretarial Fee + Registered Office
684|748|SR|Fee|SecFee|12|840|01/04/2019|Secretarial Fee + Registered Office
722|805|SR|Fee|SecFee|12|840|14/03/2019|Secretarial Fee + Registered Office
723|786|SR|Fee|SecFee|12|840|12/02/2019|Secretarial Fee + Registered Office
725|795|SR|Fee|SecFee|12|840|06/03/2019|Secretarial Fee + Registered Office
726|771|SR|Fee|SecFee|12|840|18/01/2019|Secretarial Fee + Registered Office
727|785|SR|Fee|SecFee|12|840|18/12/2018|Secretarial Fee + Registered Office
720|797|SR|Fee|SecFee|12|840|18/03/2019|Secretarial Fee + Registered Office
728|819|SR|Fee|SecFee|12|840|09/04/2019|Secretarial Fee + Registered Office
729|812|SR|Fee|SecFee|12|890.4|25/04/2018|Secretarial Fee + Registered Office
731|826|SR|Fee|SecFee|12|840|17/01/2019|Secretarial Fee + Registered Office
730|818|SR|Fee|SecFee|12|840|24/04/2019|Secretarial Fee + Registered Office
724|804|SR|Fee|SecFee|12|1200|11/04/2019|Secretarial Fee + Registered Office
732|747|SR|Fee|SecFee|12|840|21/03/2018|Secretarial Fee + Registered Office
733|824|SR|Fee|SecFee|12|840|03/05/2019|Secretarial Fee + Registered Office
734|814|SR|Fee|SecFee|12|840|30/06/2018|Secretarial Fee + Registered Office
735|806|SR|Fee|SecFee|12|840|30/06/2018|Secretarial Fee + Registered Office
736|784|SR|Fee|SecFee|12|840|21/11/2018|Secretarial Fee + Registered Office
737|781|SR|Fee|SecFee|12|840|31/10/2018|Secretarial Fee + Registered Office
738|816|SR|Fee|SecFee|12|840|17/05/2018|Secretarial Fee + Registered Office
