payment_id|company_id|payment_date|payment_taxrate|payment_amount|payment_calculatedtax|payment_total|payment_method|payment_remark|payment_confirmed|payment_cancelationreason|payment_createdby|mode_map|issue_bank|issue_date|issue_location|issue_refno|payment_no
1|760|06/01/2018|0|0|0|0|Cash||f|system error|10|RHB Islamic Bank Berhad|||||21587
3|690|05/01/2018|6|308.68|11.32|320|Transfer||t||10|Affin Bank Berhad|||||21589
5|483|11/01/2018|6|283.77|17.03|300.8|Cheque||t||10|RHB Bank Berhad|Malayan Banking Berhad (Maybank)|11/01/2018|Local|MBB#395043|21631
6|69|11/01/2018|6|400|15|415|Cheque||t||10|RHB Bank Berhad|Malayan Banking Berhad (Maybank)|11/01/2018|Local|417695|21633
7|725|11/01/2018|6|45|2.7|47.7|Cheque||t||10|RHB Bank Berhad|Al Rajhi Banking & Investment Corporation (Malaysia) Berhad|11/01/2018|Local|258|21634
8|408|11/01/2018|6|95|5.7|100.7|Transfer||t||10|RHB Bank Berhad|||||21639
9|101|12/01/2018|6|840|50.4|890.4|Transfer||t||10|RHB Bank Berhad|||||21640
10|81|12/01/2018|6|80|4.8|84.8|Transfer||t||10|RHB Bank Berhad|||||21647
11|84|12/01/2018|6|80|4.8|84.8|Transfer||t||10|RHB Bank Berhad|||||21648
12|350|12/01/2018|6|238.68|11.32|250|Transfer||t||10|RHB Bank Berhad|||||21651
13|662|15/01/2018|6|110|6.6|116.6|Cheque||t||10|RHB Bank Berhad|Malayan Banking Berhad (Maybank)|05/01/2018|Local|394849|21658
14|25|15/01/2018|6|280|4.8|284.8|Transfer||t||10|RHB Bank Berhad|||||21659
16|100|16/01/2018|6|100|6|106|Cash||t||10|RHB Bank Berhad|||||21665
17|380|16/01/2018|6|840|50.4|890.4|Cheque||t||10|RHB Bank Berhad|Malayan Banking Berhad (Maybank)|16/01/2018|Local|164146|21666
18|7|16/01/2018|6|238.68|11.32|250|Transfer||t||10|RHB Bank Berhad|||||21667
19|776|16/01/2018|6|474.53|25.47|500|Transfer||t||10|RHB Bank Berhad|||||21669
20|693|17/01/2018|6|569|32.34|601.34|Bankdraft||t||10|Affin Bank Berhad|||||21670
21|136|17/01/2018|6|93.21|5.59|98.8|Cheque||t||10|RHB Bank Berhad|Public Bank Berhad|17/01/2018|Local|269526|21671
22|360|17/01/2018|6|840|50.4|890.4|Transfer||t||10|RHB Bank Berhad|||||21676
23|126|17/01/2018|6|223|13.38|236.38|Transfer||t||10|RHB Bank Berhad|||||21677
24|337|19/01/2018|6|2077.55|124.65|2202.2|Cheque||f|Diffrent Company Name|10|RHB Bank Berhad|Public Bank Berhad|12/01/2018|Local|160313|21678
25|295|18/01/2018|6|840|50.4|890.4|Cheque||t||10|RHB Bank Berhad|Hong Leong Bank Berhad|18/01/2018|Local|346824|21678
15|751|16/01/2018|6|2850.11|149.89|3000|Cheque||f|Incorrect Gst amount|10|RHB Bank Berhad|CIMB Bank Berhad|16/01/2018|Local|47|21664
2|760|06/01/2018|6|1318.5|77.52|1396.02|Cash||f|Incorrect GST amount|10|RHB Bank Berhad|||||21587
4|755|10/01/2018|6|2892.62|107.38|3000|Transfer||f|Incorect GST Amount|10|RHB Bank Berhad|||||21606
26|755|10/01/2018|6|2889.62|110.38|3000|Other||t||2|RHB Bank Berhad|||||21606
27|765|11/01/2018|6|985|59.1|1044.1|Bankdraft||f|havent finish key in|2|Affin Bank Berhad|||||21630
28|765|11/01/2018|6|1004.72|60.28|1065|Cash||t||2|RHB Bank Berhad|||||21630
29|132|15/01/2018|6|471.7|28.3|500|Cash||t||2|RHB Bank Berhad|||||21656
30|751|16/01/2018|6|2843.21|156.79|3000|Cheque||t||2|RHB Bank Berhad|CIMB Bank Berhad|16/01/2018|Local|47|21664
31|776|18/01/2018|6|2415.09|84.91|2500|Transfer||t||2|RHB Bank Berhad|||||21680
32|600|18/01/2018|6|630|37.8|667.8|Cheque||t||2|RHB Bank Berhad|RHB Bank Berhad|18/01/2018|Local|993351|21681
33|90|18/01/2018|6|238.68|11.32|250|Cheque||t||2|RHB Bank Berhad|Affin Bank Berhad|23/01/2018|Local|831324|21684
34|404|18/01/2018|6|295|5.7|300.7|Transfer||t||2|RHB Bank Berhad|||||21686
35|597|18/01/2018|6|180|4.8|184.8|Transfer||t||2|RHB Bank Berhad|||||21689
36|402|18/01/2018|6|90|5.4|95.4|Cheque||t||2|RHB Bank Berhad|CIMB Bank Berhad|18/01/2018|Local|480737|21690
37|82|19/01/2018|6|280|4.8|284.8|Transfer||t||2|Malayan Banking Berhad (Maybank)|||||21693
38|378|19/01/2018|6|245|14.7|259.7|Transfer||t||2|RHB Bank Berhad|||||21694
39|718|19/01/2018|6|120|7.2|127.2|Transfer||t||2|RHB Bank Berhad|||||21695
40|307|22/01/2018|6|238.68|11.32|250|Cheque||t||2|RHB Bank Berhad|Malayan Banking Berhad (Maybank)|22/01/2018|Local|665669|21700
41|777|23/01/2018|6|474.53|25.47|500|Transfer||t||10|RHB Bank Berhad|||||21705
42|629|23/01/2018|6|840|50.4|890.4|Cheque||t||10|RHB Bank Berhad|Malayan Banking Berhad (Maybank)|23/01/2018|Local|433287|21706
43|285|23/01/2018|6|100|6|106|Transfer||t||10|RHB Bank Berhad|||||21709
44|439|23/01/2018|6|650|15|665|Transfer||t||10|RHB Bank Berhad|||||21710
45|121|24/01/2018|6|400|15|415|Cheque||t||10|RHB Bank Berhad|Public Bank Berhad|24/01/2018|Local|157593|21712
46|453|24/01/2018|6|716.04|30.96|747|Cheque||t||10|RHB Bank Berhad|Public Bank Berhad|24/01/2018|Local|106440|21713
47|285|25/01/2018|6|50|3|53|Transfer||t||2|RHB Bank Berhad|||||21717
48|343|25/01/2018|6|455|25.5|480.5|Transfer||t||2|RHB Bank Berhad|||||21721
49|454|25/01/2018|6|455|25.5|480.5|Other||t||10|RHB Bank Berhad|||||21722
50|342|25/01/2018|6|1110|24.6|1134.6|Transfer||t||10|RHB Bank Berhad|||||21724
51|188|26/01/2018|6|400|15|415|Cheque||t||10|RHB Bank Berhad|RHB Bank Berhad|24/01/2018|Local||21726
52|185|26/01/2018|6|400|15|415|Cheque||t||10|RHB Bank Berhad|RHB Bank Berhad|24/01/2018|Local|828462|21727
53|459|26/01/2018|6|238.68|11.32|250|Bankdraft||t||10|Affin Bank Berhad|||||21729
54|436|26/01/2018|6|840|50.4|890.4|Cheque||t||10|RHB Bank Berhad|Public Bank Berhad|24/01/2018|Local|182764|21730
55|436|26/01/2018|6|590|23.4|613.4|Cheque||t||10|RHB Bank Berhad|Public Bank Berhad|26/01/2018|Local|182763|21731
56|53|26/01/2018|6|180|10.8|190.8|Transfer||t||10|RHB Bank Berhad|||||21732
57|449|26/01/2018|6|238.68|11.32|250|Transfer||t||10|RHB Bank Berhad|||||21733
58|448|26/01/2018|6|455|27.3|482.3|Transfer||t||10|RHB Bank Berhad|||||21734
59|477|29/01/2018|6|418.02|16.08|434.1|Cash||t||10|RHB Bank Berhad|||||21736
60|468|29/01/2018|6|1500.02|69.18|1569.2|Cheque||t||10|RHB Bank Berhad|Alliance Bank Malaysia Berhad|26/01/2018|Local|7|21737
61|250|29/01/2018|6|840|50.4|890.4|Cheque||t||10|RHB Bank Berhad|Public Bank Berhad|29/01/2018|Local|453322|21739
62|376|29/01/2018|6|515|21.9|536.9|Cheque||t||10|RHB Bank Berhad|Malayan Banking Berhad (Maybank)|29/01/2018|Local|637673|21740
63|345|29/01/2018|6|227.36|13.64|241|Transfer||t||10|RHB Bank Berhad|||||21741
64|315|29/01/2018|6|238.68|11.32|250|Cheque||t||10|RHB Bank Berhad|Affin Bank Berhad|29/01/2018|Local||21743
65|258|29/01/2018|6|840|50.4|890.4|Transfer||t||10|RHB Bank Berhad|||||21744
66|632|29/01/2018|6|119|7.14|126.14|Transfer||t||10|RHB Bank Berhad|||||21745
67|123|30/01/2018|6|400|15|415|Cheque||t||10|RHB Bank Berhad|Citibank Berhad|26/01/2018|Local|602974|21747
68|701|30/01/2018|6|238.68|11.32|250|Cheque||t||10|RHB Bank Berhad|CIMB Bank Berhad|30/01/2018|Local|335487|21748
69|106|30/01/2018|6|840|50.4|890.4|Transfer||t||10|RHB Bank Berhad|||||21750
70|54|30/01/2018|6|840|50.4|890.4|Transfer||t||10|RHB Bank Berhad|||||21751
71|702|02/02/2018|6|91|5.46|96.46|Transfer||t||10|RHB Bank Berhad|||||21755
72|641|02/02/2018|6|237|12.42|249.42|Transfer||t||10|RHB Bank Berhad|||||21757
73|677|02/02/2018|6|400|15|415|Transfer||t||10|RHB Bank Berhad|||||21762
74|552|03/02/2018|6|100|0|100|Transfer||t||10|RHB Bank Berhad|||||21765
75|291|05/02/2018|6|1490|68.4|1558.4|Cheque||t||10|RHB Bank Berhad|CIMB Bank Berhad|05/02/2018|Local||21766
76|693|05/02/2018|6|550|15|565|Cheque||t||10|RHB Bank Berhad|CIMB Bank Berhad|28/01/2018|Local|331169|21767
77|391|06/02/2018|6|1258.02|66.48|1324.5|Transfer||t||10|RHB Bank Berhad|||||21768
78|295|06/02/2018|6|100|0|100|Cheque||t||10|RHB Bank Berhad|Hong Leong Bank Berhad|06/02/2018|Local|346920|21769
79|399|06/02/2018|6|400|15|415|Cheque||t||10|RHB Bank Berhad|OCBC Bank (Malaysia) Berhad|05/02/2018|Local|600983|21770
80|702|06/02/2018|6|130|7.8|137.8|Transfer||t||10|RHB Bank Berhad|||||21772
81|738|07/02/2018|6|128.1|7.69|135.79|Cash||t||10|RHB Bank Berhad|||||21773
82|39|07/02/2018|6|122.7|7.36|130.06|Transfer||t||10|RHB Bank Berhad|||||21780
83|172|08/02/2018|6|69|4.14|73.14|Cheque||t||2|RHB Bank Berhad|Affin Bank Berhad|08/02/2018|Local|492962|21781
84|104|08/02/2018|6|400|15|415|Cheque||t||2|RHB Bank Berhad|Affin Bank Berhad|08/02/2018|Local|618408|21783
85|45|08/02/2018|6|430|25.8|455.8|Transfer||t||2|RHB Bank Berhad|||||21784
86|641|08/02/2018|6|200|0|200|Other||t||2|RHB Bank Berhad|||||21785
87|45|08/02/2018|6|80|4.8|84.8|Transfer||t||2|RHB Bank Berhad|||||21786
88|199|09/02/2018|6|240|14.4|254.4|Cheque||t||2|RHB Bank Berhad|Malayan Banking Berhad (Maybank)|09/02/2018|Local|478589|21788
89|705|09/02/2018|6|2168|109.08|2277.08|Cheque||t||2|RHB Bank Berhad|Malayan Banking Berhad (Maybank)|08/02/2018|Local|369383|21789
90|613|09/02/2018|6|400|15|415|Transfer||t||2|RHB Bank Berhad|||||21791
91|786|09/02/2018|6|2889.62|110.38|3000|Transfer||t||2|RHB Bank Berhad|||||21792
92|228|09/02/2018|6|990|56.4|1046.4|Transfer||t||2|RHB Bank Berhad|||||21793
93|77|09/02/2018|6|80|4.8|84.8|Transfer||t||2|RHB Bank Berhad|||||21794
94|419|12/02/2018|6|840|50.4|890.4|Cheque||t||2|RHB Bank Berhad|CIMB Bank Berhad|09/02/2018|Local|805330|21795
95|183|12/02/2018|6|400|15|415|Cheque||t||2|RHB Bank Berhad|Public Bank Berhad|22/01/2018|Local|368321|21797
96|157|12/02/2018|6|400|15|415|Cheque||t||2|RHB Bank Berhad|Affin Bank Berhad|22/01/2018|Local|313084|21798
97|58|12/02/2018|6|238.68|11.32|250|Cheque||t||2|RHB Bank Berhad|Malayan Banking Berhad (Maybank)|09/02/2018|Local|194819|21800
99|292|12/02/2018|6|840|50.4|890.4|Transfer||t||2|RHB Bank Berhad|||||21803
100|227|12/02/2018|6|840|50.4|890.4|Transfer||t||2|RHB Bank Berhad|||||21804
101|610|12/02/2018|6|115|6.9|121.9|Transfer||t||2|RHB Bank Berhad|||||21805
102|787|12/02/2018|6|474.53|25.47|500|Transfer||t||2|RHB Bank Berhad|||||21806
98|110|12/02/2018|6|418|16.08|434.08|Cheque||f|key in wrongly|2|RHB Bank Berhad|CIMB Bank Berhad|10/02/2018|Local|74|21801
103|110|12/02/2018|6|807.08|39.43|846.51|Cheque||t||2|RHB Bank Berhad|CIMB Bank Berhad|10/02/2018|Local|74|21801
104|695|13/02/2018|6|238.68|11.32|250|Cheque||t||2|RHB Bank Berhad|Public Bank Berhad|13/02/2018|Local|107368|21808
105|169|13/02/2018|6|400|15|415|Cheque||t||2|RHB Bank Berhad|Malayan Banking Berhad (Maybank)|06/02/2018|Local|511319|21809
106|415|13/02/2018|6|90|5.4|95.4|Cheque||t||2|Affin Bank Berhad|Affin Bank Berhad|08/02/2018|Local|213609|21810
107|285|13/02/2018|6|238.68|11.32|250|Transfer||t||2|RHB Bank Berhad|||||21811
108|780|13/02/2018|6|2989.62|116.38|3106|Transfer||t||2|RHB Bank Berhad|||||21812
109|553|14/02/2018|6|400|15|415|Cheque||f|wrong or number|2|RHB Bank Berhad|Malayan Banking Berhad (Maybank)|12/02/2018|Local|984145|21813
110|553|15/02/2018|6|400|15|415|Cheque||t||2|RHB Bank Berhad|Malayan Banking Berhad (Maybank)|12/02/2018|Local|984145|21814
111|333|15/02/2018|6|65|3.9|68.9|Transfer||t||2|RHB Bank Berhad|||||21815
112|35|19/02/2018|6|50|0|50|Cheque||t||2|RHB Bank Berhad|CIMB Bank Berhad|09/02/2018|Local|520404|21817
113|164|19/02/2018|6|1240|65.4|1305.4|Cheque||t||2|RHB Bank Berhad|Public Bank Berhad|19/02/2018|Local|161402|21818
114|198|20/02/2018|6|321|19.26|340.26|Transfer||t||2|Malayan Banking Berhad (Maybank)|||||21819
115|198|20/02/2018|6|396|23.76|419.76|Transfer||t||2|Malayan Banking Berhad (Maybank)|||||21820
116|331|20/02/2018|6|1240|65.4|1305.4|Transfer||t||2|RHB Bank Berhad|||||21821
117|735|20/02/2018|6|381.4|22.88|404.28|Transfer||t||2|RHB Bank Berhad|||||21822
118|44|20/02/2018|6|526.68|31.42|558.1|Transfer||t||2|RHB Bank Berhad|||||21823
119|306|21/02/2018|6|1058.02|63.48|1121.5|Cash||t||2|RHB Bank Berhad|||||21824
120|720|21/02/2018|6|250.68|11.32|262|Other||t||2|Malayan Banking Berhad (Maybank)|||||21826
121|695|21/02/2018|6|601.32|36.08|637.4|Transfer||t||2|Malayan Banking Berhad (Maybank)|||||21827
122|533|21/02/2018|6|238.68|11.32|250|Transfer||t||2|Malayan Banking Berhad (Maybank)|||||21828
123|723|21/02/2018|6|3|0|3|Transfer||t||2|Malayan Banking Berhad (Maybank)|||||21829
124|448|21/02/2018|6|135|8.1|143.1|Transfer||t||2|RHB Bank Berhad|||||21830
125|378|22/02/2018|6|245|14.7|259.7|Transfer||t||2|RHB Bank Berhad|||||21831
126|460|22/02/2018|6|640|23.4|663.4|Cheque||t||2|RHB Bank Berhad|Standard Chartered Bank Malaysia Berhad|14/02/2018|Local|101466|21833
127|623|22/02/2018|6|238.68|11.32|250|Cheque||t||2|RHB Bank Berhad|Malayan Banking Berhad (Maybank)|20/02/2018|Local|394865|21834
128|108|22/02/2018|6|47.7|2.86|50.56|Transfer||t||2|RHB Bank Berhad|||||21835
129|315|22/02/2018|6|80|4.8|84.8|Transfer||t||2|RHB Bank Berhad|||||21836
130|594|22/02/2018|6|1240|65.4|1305.4|Transfer||t||2|RHB Bank Berhad|||||21837
131|777|22/02/2018|6|2595.09|92.71|2687.8|Transfer||t||2|RHB Bank Berhad|||||21838
132|695|23/02/2018|6|235.85|14.15|250|Cheque||t||2|RHB Bank Berhad|Public Bank Berhad|23/02/2018|Local|351850|21839
133|622|23/02/2018|6|238.68|11.32|250|Transfer||t||2|RHB Bank Berhad|||||21840
134|552|23/02/2018|6|120|7.2|127.2|Transfer||t||2|RHB Bank Berhad|||||21841
135|64|26/02/2018|6|160|9.6|169.6|Transfer||t||2|RHB Bank Berhad|||||21844
136|155|26/02/2018|6|400|15|415|Cheque||t||2|RHB Bank Berhad|Public Bank Berhad|21/02/2018|Local|196826|21845
137|165|26/02/2018|6|400|15|415|Cheque||t||2|RHB Bank Berhad|Public Bank Berhad|21/02/2018|Local|365347|21846
138|312|26/02/2018|6|238.68|11.32|250|Transfer||t||2|RHB Bank Berhad|||||21847
139|51|26/02/2018|6|2059.54|43.24|2102.78|Cheque||t||2|RHB Bank Berhad|CIMB Bank Berhad|14/02/2018|Local|997268|21848
140|556|26/02/2018|6|840|50.4|890.4|Transfer||t||2|RHB Bank Berhad|||||21849
141|153|26/02/2018|6|105|6.3|111.3|Transfer||t||2|RHB Bank Berhad|||||21850
142|792|22/02/2018|6|974.53|25.47|1000|Cash||t||2|RHB Bank Berhad|||||21832
143|643|27/02/2018|6|877.36|40.64|918|Cheque||t||2|RHB Bank Berhad|CIMB Bank Berhad|25/02/2018|Local|157778|21851
144|792|27/02/2018|6|1915.09|84.91|2000|Cash||t||2|RHB Bank Berhad|||||21852
145|132|27/02/2018|6|238.68|11.32|250|Cash||t||2|RHB Bank Berhad|||||21853
146|132|27/02/2018|6|20|1.2|21.2|Cash||t||2|RHB Bank Berhad|||||21854
147|764|27/02/2018|6|339|20.34|359.34|Transfer||t||2|RHB Bank Berhad|||||21855
148|586|27/02/2018|6|227|13.62|240.62|Cheque||t||2|Malayan Banking Berhad (Maybank)|Affin Bank Berhad|15/02/2018|Local|323852|21856
149|330|27/02/2018|6|804.72|45.28|850|Cheque||t||2|Malayan Banking Berhad (Maybank)|Affin Bank Berhad|26/02/2018|Local|156118|21857
150|337|27/02/2018|6|1512.45|75.75|1588.2|Transfer||t||2|RHB Bank Berhad|||||21858
152|426|28/02/2018|6|400|15|415|Cheque||t||2|RHB Bank Berhad|Malayan Banking Berhad (Maybank)|28/02/2018|Local|688539|21860
153|146|28/02/2018|6|1240|65.4|1305.4|Cheque||t||2|RHB Bank Berhad|Public Bank Berhad|28/02/2018|Local|109731|21861
154|19|28/02/2018|6|400|15|415|Cheque||t||2|RHB Bank Berhad|Hong Leong Bank Berhad|28/02/2018|Local|579293|21862
155|534|28/02/2018|6|238.68|11.32|250|Cheque||t||2|RHB Bank Berhad|Malayan Banking Berhad (Maybank)|28/02/2018|Local|624672|21863
156|547|28/02/2018|6|238.68|11.32|250|Cheque||t||2|RHB Bank Berhad|Public Bank Berhad|26/02/2018|Local|139394|21864
157|268|28/02/2018|6|1095|65.7|1160.7|Transfer||t||2|RHB Bank Berhad|||||21865
158|794|28/02/2018|6|50|0|50|Transfer||t||2|RHB Bank Berhad|||||21869
159|788|28/02/2018|6|2415.09|84.91|2500|Cheque||t||2|RHB Bank Berhad|RHB Bank Berhad|28/02/2018|Local|3788|21870
160|788|09/02/2018|6|474.53|25.47|500|Cheque||t||2|RHB Bank Berhad|RHB Bank Berhad|09/02/2018|Local|4003750|21790
161|795|26/02/2018|6|474.53|25.47|500|Cash||t||2|RHB Bank Berhad|||||21842
162|797|28/02/2018|6|474.53|25.47|500|Transfer||t||2|RHB Bank Berhad|||||21868
163|309|01/03/2018|6|85|5.1|90.1|Cheque||t||2|RHB Bank Berhad|RHB Bank Berhad|08/03/2018|Local|832|21871
164|355|01/03/2018|6|80|4.8|84.8|Cheque||t||2|RHB Bank Berhad|RHB Bank Berhad|08/03/2018|Local|42|21872
165|339|01/03/2018|6|80|4.8|84.8|Cheque||t||2|RHB Bank Berhad|RHB Bank Berhad|08/03/2018|Local|50|21873
166|245|01/03/2018|6|205|12.3|217.3|Cheque||t||2|RHB Bank Berhad|RHB Bank Berhad|08/03/2018|Local|59|21874
167|742|01/03/2018|6|180|10.8|190.8|Cheque||t||2|RHB Bank Berhad|RHB Bank Berhad|08/03/2018|Local|158166|21875
168|781|01/03/2018|6|228.68|13.72|242.4|Cheque||t||2|RHB Bank Berhad|Alliance Bank Malaysia Berhad|08/03/2018|Local|165384|21876
169|784|01/03/2018|6|228.68|13.72|242.4|Cheque||t||2|RHB Bank Berhad|RHB Bank Berhad|08/03/2018|Local|24|21877
170|197|01/03/2018|6|110|6.6|116.6|Cheque||t||2|RHB Bank Berhad|RHB Bank Berhad|08/03/2018|Local|828509|21878
171|184|01/03/2018|6|77|4.62|81.62|Bankdraft||t||2|Affin Bank Berhad|||||21879
172|188|01/03/2018|6|992|59.52|1051.52|Cheque||t||2|RHB Bank Berhad|RHB Bank Berhad|08/03/2018|Local|828509|21880
173|507|01/03/2018|6|400|15|415|Cheque||t||2|RHB Bank Berhad|Malayan Banking Berhad (Maybank)|22/02/2018|Local|670049|21883
174|402|02/03/2018|6|1270|67.2|1337.2|Cheque||t||2|RHB Bank Berhad|CIMB Islamic Bank Berhad|23/02/2018|Local|480754|21884
175|549|02/03/2018|6|400|15|415|Cash||t||2|RHB Bank Berhad|||||21885
176|540|02/03/2018|6|615|27.9|642.9|Cash||f|key in not complite.|2|RHB Bank Berhad|||||21886
177|540|05/03/2018|0|0|0|0|Bankdraft||f|wrong company name|2|Affin Bank Berhad|||||21887
178|414|05/03/2018|6|1091.6|65.4|1157|Cash||t||2|RHB Bank Berhad|||||21887
179|458|05/03/2018|6|238.68|11.32|250|Cheque||t||2|RHB Bank Berhad|CIMB Bank Berhad|02/03/2018|Local|766481|21888
180|286|05/03/2018|6|238.68|11.32|250|Cheque||t||2|RHB Bank Berhad|Public Bank Berhad|02/03/2018|Local|162335|21889
181|209|05/03/2018|6|1310.9|65.4|1376.3|Transfer||t||2|RHB Bank Berhad|||||21890
182|726|05/03/2018|6|262|15.72|277.72|Transfer||t||2|RHB Bank Berhad|||||21891
183|108|05/03/2018|6|178|10.68|188.68|Transfer||t||2|RHB Bank Berhad|||||21892
151|727|27/02/2018|6|400|15|415|Transfer||f|wrong invoices|2|RHB Bank Berhad|||||21859
184|527|05/03/2018|6|15|0.9|15.9|Transfer||t||2|RHB Bank Berhad|||||21893
185|746|05/03/2018|6|400|15|415|Transfer||t||2|RHB Bank Berhad|||||21894
186|318|06/03/2018|6|400|12|412|Cheque||t||2|RHB Bank Berhad|Public Bank Berhad|09/03/2018|Local|217754|21895
187|317|06/03/2018|6|278.68|13.72|292.4|Cheque||t||2|Malayan Banking Berhad (Maybank)|Hong Leong Bank Berhad|02/03/2018|Local|914284|21896
188|795|06/03/2018|6|2415.09|84.91|2500|Transfer||t||2|RHB Bank Berhad|||||21897
189|346|06/03/2018|6|1563.7|84.82|1648.52|Transfer||t||2|RHB Bank Berhad|||||21898
190|712|06/03/2018|6|400|15|415|Transfer||t||2|RHB Bank Berhad|||||21899
191|499|06/03/2018|6|400|15|415|Transfer||t||2|RHB Bank Berhad|||||21900
192|696|06/03/2018|6|188.68|11.32|200|Transfer||t||2|RHB Bank Berhad|||||21901
193|748|06/03/2018|6|400|15|415|Transfer||t||2|RHB Bank Berhad|||||21902
194|250|07/03/2018|6|610|24.6|634.6|Cheque||t||2|RHB Bank Berhad|Public Bank Berhad|01/03/2018|Local|453327|21904
195|498|07/03/2018|6|335|20.1|355.1|Cheque||t||2|RHB Bank Berhad|Malayan Banking Berhad (Maybank)|27/02/2018|Local|521800|21905
196|739|07/03/2018|6|1558.25|84.5|1642.75|Cheque||t||2|RHB Bank Berhad|Malayan Banking Berhad (Maybank)|07/03/2018|Local|958276|21906
197|290|07/03/2018|6|1245|62.7|1307.7|Transfer||t||2|RHB Bank Berhad|||||21907
198|800|07/03/2018|6|1588|95.28|1683.28|Transfer||t||2|RHB Bank Berhad|||||21908
199|608|08/03/2018|6|188.68|11.32|200|Cheque||t||2|RHB Bank Berhad|CIMB Bank Berhad|08/03/2018|Local|192230|21909
200|53|08/03/2018|6|80|4.8|84.8|Transfer||t||2|RHB Bank Berhad|||||21910
201|801|14/03/2018|6|474.53|25.47|500|Cash||t||2|RHB Bank Berhad|||||21813
202|727|27/02/2018|6|525.68|21|546.68|Transfer||t||2|RHB Bank Berhad|||||21859
203|804|08/03/2018|6|946.23|53.77|1000|Transfer||t||2|RHB Bank Berhad|||||21911
204|408|08/03/2018|6|400|15|415|Transfer||t||2|RHB Bank Berhad|||||21912
205|801|09/03/2018|6|2915.09|114.91|3030|Cash||t||2|RHB Bank Berhad|||||21913
206|802|09/03/2018|6|200|0|200|Cash||t||2|RHB Bank Berhad|||||21915
207|805|12/03/2018|6|474.53|25.47|500|Cash||t||2|RHB Bank Berhad|||||21916
208|678|09/03/2018|6|420|16.2|436.2|Cheque||t||2|RHB Bank Berhad|CIMB Bank Berhad|01/03/2018|Local|335493|21914
209|419|12/03/2018|6|368.96|16.2|385.16|Cheque||t||2|RHB Bank Berhad|CIMB Bank Berhad|27/03/2018|Local|805339|21917
210|308|12/03/2018|6|420|16.2|436.2|Cheque||t||2|Public Bank Berhad|Affin Bank Berhad|06/03/2018|Local|206851|21918
211|8|12/03/2018|6|80|4.8|84.8|Transfer||t||2|RHB Bank Berhad|||||21919
212|600|12/03/2018|6|727.68|38.86|766.54|Cheque||t||2|RHB Bank Berhad|RHB Bank Berhad|01/03/2018|Local|993439|21920
213|599|12/03/2018|6|338.68|17.32|356|Cheque||t||2|RHB Bank Berhad|RHB Bank Berhad|12/03/2018|Local|1303|21921
214|601|12/03/2018|6|318.68|16.12|334.8|Cheque||t||2|RHB Bank Berhad|RHB Bank Berhad|01/03/2018|Local|874|21922
215|104|12/03/2018|6|391.51|23.49|415|Cheque||t||2|RHB Bank Berhad|Malayan Banking Berhad (Maybank)|12/03/2018|Local|618416|21923
216|128|12/03/2018|6|130|7.8|137.8|Transfer||t||2|RHB Bank Berhad|||||21924
217|787|12/03/2018|6|2415.09|84.91|2500|Cheque||t||2|RHB Bank Berhad|Standard Chartered Bank Malaysia Berhad|10/03/2018|Local|800111|21925
218|126|12/03/2018|6|148|8.88|156.88|Transfer||t||2|RHB Bank Berhad|||||21926
